epic,resolution,t,datetime,open,high,low,close,volume
GBPUSD,MINUTE,1744297860000.0,2025-04-10 15:11:00,1.291425,1.291445,1.290945,1.291135,190,
GBPUSD,MINUTE,1744297920000.0,2025-04-10 15:12:00,1.291155,1.291655,1.2910650000000001,1.291235,213,
GBPUSD,MINUTE,1744297980000.0,2025-04-10 15:13:00,1.291215,1.291625,1.291215,1.291495,204,
GBPUSD,MINUTE,1744298040000.0,2025-04-10 15:14:00,1.291465,1.2917049999999999,1.291375,1.291595,181,
GBPUSD,MINUTE,1744298100000.0,2025-04-10 15:15:00,1.2916050000000001,1.291645,1.291385,1.291505,168,
GBPUSD,MINUTE,1744298160000.0,2025-04-10 15:16:00,1.291525,1.291645,1.2913350000000001,1.291545,185,
GBPUSD,MINUTE,1744298220000.0,2025-04-10 15:17:00,1.291535,1.291785,1.291445,1.291485,179,
GBPUSD,MINUTE,1744298280000.0,2025-04-10 15:18:00,1.291465,1.291555,1.291285,1.291465,166,
GBPUSD,MINUTE,1744298340000.0,2025-04-10 15:19:00,1.291455,1.291515,1.291155,1.291255,161,
GBPUSD,MINUTE,1744298400000.0,2025-04-10 15:20:00,1.291265,1.291355,1.291125,1.291275,194,
GBPUSD,MINUTE,1744298460000.0,2025-04-10 15:21:00,1.291265,1.291555,1.291255,1.291505,151,
GBPUSD,MINUTE,1744298520000.0,2025-04-10 15:22:00,1.291475,1.291555,1.291265,1.291505,140,
GBPUSD,MINUTE,1744298580000.0,2025-04-10 15:23:00,1.291495,1.2916750000000001,1.290705,1.290705,171,
GBPUSD,MINUTE,1744298640000.0,2025-04-10 15:24:00,1.2907250000000001,1.290885,1.290615,1.290765,161,
GBPUSD,MINUTE,1744298700000.0,2025-04-10 15:25:00,1.2907549999999999,1.2910949999999999,1.290745,1.290935,169,
GBPUSD,MINUTE,1744298760000.0,2025-04-10 15:26:00,1.290915,1.290985,1.2907549999999999,1.29096,165,
GBPUSD,MINUTE,1744291620000.0,2025-04-10 15:27:00,1.290905,1.290985,1.290585,1.290615,3999,0.00012999999999996348
GBPUSD,MINUTE,1744283880000.0,2025-04-10 11:18:00,1.287225,1.287515,1.287145,1.287365,140,
GBPUSD,MINUTE,1744283940000.0,2025-04-10 11:19:00,1.287355,1.287535,1.287195,1.287275,157,
GBPUSD,MINUTE,1744284000000.0,2025-04-10 11:20:00,1.287265,1.287295,1.286965,1.287055,169,
GBPUSD,MINUTE,1744284060000.0,2025-04-10 11:21:00,1.287045,1.287655,1.287045,1.287655,167,
GBPUSD,MINUTE,1744284120000.0,2025-04-10 11:22:00,1.2876750000000001,1.287855,1.287505,1.287645,160,
GBPUSD,MINUTE,1744284180000.0,2025-04-10 11:23:00,1.287655,1.287775,1.287385,1.287405,135,
GBPUSD,MINUTE,1744284240000.0,2025-04-10 11:24:00,1.287385,1.2874349999999999,1.287185,1.287345,151,
GBPUSD,MINUTE,1744284300000.0,2025-04-10 11:25:00,1.287355,1.287525,1.287155,1.287495,149,
GBPUSD,MINUTE,1744284360000.0,2025-04-10 11:26:00,1.287485,1.287565,1.287225,1.287245,131,
GBPUSD,MINUTE,1744284420000.0,2025-04-10 11:27:00,1.287255,1.287285,1.286835,1.287025,139,
GBPUSD,MINUTE,1744284480000.0,2025-04-10 11:28:00,1.287035,1.287135,1.286765,1.286855,125,
GBPUSD,MINUTE,1744284540000.0,2025-04-10 11:29:00,1.286865,1.286885,1.286585,1.286655,125,
GBPUSD,MINUTE,1744284600000.0,2025-04-10 11:30:00,1.286665,1.286845,1.286655,1.286705,128,
GBPUSD,MINUTE,1744284660000.0,2025-04-10 11:31:00,1.2867250000000001,1.287105,1.2867250000000001,1.287055,105,
GBPUSD,MINUTE,1744284720000.0,2025-04-10 11:32:00,1.2870650000000001,1.287135,1.286945,1.287055,118,
GBPUSD,MINUTE,1744284780000.0,2025-04-10 11:33:00,1.287045,1.287075,1.2864849999999999,1.286555,158,
GBPUSD,MINUTE,1744284840000.0,2025-04-10 11:34:00,1.286575,1.286635,1.286175,1.286185,160,
GBPUSD,MINUTE,1744284900000.0,2025-04-10 11:35:00,1.286205,1.286515,1.286135,1.286415,138,
GBPUSD,MINUTE,1744284960000.0,2025-04-10 11:36:00,1.286405,1.286935,1.286405,1.286745,120,
GBPUSD,MINUTE,1744285020000.0,2025-04-10 11:37:00,1.286765,1.286855,1.286445,1.286665,127,
GBPUSD,MINUTE,1744285080000.0,2025-04-10 11:38:00,1.286655,1.287015,1.286635,1.286775,144,
GBPUSD,MINUTE,1744285140000.0,2025-04-10 11:39:00,1.286765,1.286905,1.286665,1.286855,138,
GBPUSD,MINUTE,1744285200000.0,2025-04-10 11:40:00,1.286865,1.287185,1.286865,1.287155,136,
GBPUSD,MINUTE,1744285260000.0,2025-04-10 11:41:00,1.287165,1.287215,1.286895,1.286985,120,
GBPUSD,MINUTE,1744285320000.0,2025-04-10 11:42:00,1.2869950000000001,1.287115,1.286945,1.2869950000000001,136,
GBPUSD,MINUTE,1744285380000.0,2025-04-10 11:43:00,1.287015,1.287145,1.286955,1.287135,159,
GBPUSD,MINUTE,1744285440000.0,2025-04-10 11:44:00,1.287125,1.287225,1.287085,1.287145,142,
GBPUSD,MINUTE,1744285500000.0,2025-04-10 11:45:00,1.287155,1.287235,1.287085,1.287195,119,
GBPUSD,MINUTE,1744285560000.0,2025-04-10 11:46:00,1.287205,1.287225,1.287075,1.287205,113,
GBPUSD,MINUTE,1744285620000.0,2025-04-10 11:47:00,1.287215,1.287235,1.287055,1.287175,111,
GBPUSD,MINUTE,1744285680000.0,2025-04-10 11:48:00,1.287185,1.287225,1.287025,1.287025,105,
GBPUSD,MINUTE,1744285740000.0,2025-04-10 11:49:00,1.287035,1.287035,1.286535,1.286745,146,
GBPUSD,MINUTE,1744285800000.0,2025-04-10 11:50:00,1.2867549999999999,1.2873350000000001,1.286665,1.287315,106,
GBPUSD,MINUTE,1744285860000.0,2025-04-10 11:51:00,1.287345,1.287935,1.287315,1.287935,130,
GBPUSD,MINUTE,1744285920000.0,2025-04-10 11:52:00,1.287955,1.288405,1.287855,1.288395,134,
GBPUSD,MINUTE,1744285980000.0,2025-04-10 11:53:00,1.288385,1.288455,1.288195,1.288255,148,
GBPUSD,MINUTE,1744286040000.0,2025-04-10 11:54:00,1.288245,1.288765,1.288195,1.288755,140,
GBPUSD,MINUTE,1744286100000.0,2025-04-10 11:55:00,1.288765,1.289055,1.288735,1.289055,112,
GBPUSD,MINUTE,1744286160000.0,2025-04-10 11:56:00,1.289065,1.289375,1.288885,1.288985,166,
GBPUSD,MINUTE,1744286220000.0,2025-04-10 11:57:00,1.288975,1.289055,1.288685,1.2889249999999999,151,
GBPUSD,MINUTE,1744286280000.0,2025-04-10 11:58:00,1.288935,1.289415,1.288935,1.289405,153,
GBPUSD,MINUTE,1744286340000.0,2025-04-10 11:59:00,1.289395,1.289415,1.289045,1.289205,133,
GBPUSD,MINUTE,1744286400000.0,2025-04-10 12:00:00,1.289185,1.289215,1.288515,1.288905,200,
GBPUSD,MINUTE,1744286460000.0,2025-04-10 12:01:00,1.288915,1.289085,1.288535,1.288815,199,
GBPUSD,MINUTE,1744286520000.0,2025-04-10 12:02:00,1.288805,1.289455,1.288775,1.2892649999999999,188,
GBPUSD,MINUTE,1744286580000.0,2025-04-10 12:03:00,1.289245,1.289485,1.289155,1.2892649999999999,148,
GBPUSD,MINUTE,1744286640000.0,2025-04-10 12:04:00,1.289275,1.2895349999999999,1.289085,1.289395,171,
GBPUSD,MINUTE,1744286700000.0,2025-04-10 12:05:00,1.289385,1.289465,1.288965,1.289075,162,
GBPUSD,MINUTE,1744286760000.0,2025-04-10 12:06:00,1.289065,1.289385,1.288975,1.289375,112,
GBPUSD,MINUTE,1744286820000.0,2025-04-10 12:07:00,1.289385,1.289435,1.289085,1.289385,130,
GBPUSD,MINUTE,1744286880000.0,2025-04-10 12:08:00,1.289395,1.289395,1.289085,1.2892649999999999,144,
GBPUSD,MINUTE,1744286940000.0,2025-04-10 12:09:00,1.289245,1.289245,1.288645,1.288645,144,
GBPUSD,MINUTE,1744287000000.0,2025-04-10 12:10:00,1.2886549999999999,1.288685,1.288505,1.2886549999999999,140,
GBPUSD,MINUTE,1744287060000.0,2025-04-10 12:11:00,1.288665,1.288905,1.288335,1.288415,182,
GBPUSD,MINUTE,1744287120000.0,2025-04-10 12:12:00,1.288385,1.288765,1.288335,1.288405,170,
GBPUSD,MINUTE,1744287180000.0,2025-04-10 12:13:00,1.288415,1.289125,1.288405,1.288975,203,
GBPUSD,MINUTE,1744287240000.0,2025-04-10 12:14:00,1.288985,1.288985,1.288795,1.288955,127,
GBPUSD,MINUTE,1744287300000.0,2025-04-10 12:15:00,1.288965,1.289255,1.288815,1.2891650000000001,152,
GBPUSD,MINUTE,1744287360000.0,2025-04-10 12:16:00,1.289155,1.289225,1.288965,1.289095,157,
GBPUSD,MINUTE,1744287420000.0,2025-04-10 12:17:00,1.289075,1.289305,1.2889249999999999,1.289305,136,
GBPUSD,MINUTE,1744287480000.0,2025-04-10 12:18:00,1.289295,1.289415,1.289235,1.289385,106,
GBPUSD,MINUTE,1744287540000.0,2025-04-10 12:19:00,1.289375,1.289615,1.289345,1.289605,104,
GBPUSD,MINUTE,1744287600000.0,2025-04-10 12:20:00,1.289595,1.289865,1.289555,1.289865,116,
GBPUSD,MINUTE,1744287660000.0,2025-04-10 12:21:00,1.289855,1.290075,1.289855,1.290055,108,
GBPUSD,MINUTE,1744287720000.0,2025-04-10 12:22:00,1.290045,1.290475,1.289975,1.290445,199,
GBPUSD,MINUTE,1744287780000.0,2025-04-10 12:23:00,1.290425,1.290705,1.290335,1.290595,167,
GBPUSD,MINUTE,1744287840000.0,2025-04-10 12:24:00,1.290575,1.291105,1.290515,1.290965,184,
GBPUSD,MINUTE,1744287900000.0,2025-04-10 12:25:00,1.290975,1.291135,1.290475,1.291125,220,
GBPUSD,MINUTE,1744287960000.0,2025-04-10 12:26:00,1.291135,1.291385,1.290945,1.291175,222,
GBPUSD,MINUTE,1744288020000.0,2025-04-10 12:27:00,1.291185,1.291385,1.2910650000000001,1.291315,188,
GBPUSD,MINUTE,1744288080000.0,2025-04-10 12:28:00,1.2913350000000001,1.2913350000000001,1.290775,1.2910650000000001,185,
GBPUSD,MINUTE,1744288140000.0,2025-04-10 12:29:00,1.291075,1.291385,1.290785,1.2910650000000001,218,
GBPUSD,MINUTE,1744288200000.0,2025-04-10 12:30:00,1.291045,1.291765,1.290965,1.291745,235,
GBPUSD,MINUTE,1744288260000.0,2025-04-10 12:31:00,1.291715,1.291805,1.291535,1.291735,171,
GBPUSD,MINUTE,1744288320000.0,2025-04-10 12:32:00,1.291745,1.291785,1.290985,1.291055,160,
GBPUSD,MINUTE,1744288380000.0,2025-04-10 12:33:00,1.291075,1.291235,1.290945,1.291145,165,
GBPUSD,MINUTE,1744288440000.0,2025-04-10 12:34:00,1.291165,1.291555,1.291155,1.291395,193,
GBPUSD,MINUTE,1744288500000.0,2025-04-10 12:35:00,1.291415,1.291415,1.291075,1.291295,172,
GBPUSD,MINUTE,1744288560000.0,2025-04-10 12:36:00,1.291305,1.291695,1.291225,1.291665,166,
GBPUSD,MINUTE,1744288620000.0,2025-04-10 12:37:00,1.291655,1.291935,1.2916050000000001,1.291855,172,
GBPUSD,MINUTE,1744288680000.0,2025-04-10 12:38:00,1.291835,1.292065,1.291795,1.291925,174,
GBPUSD,MINUTE,1744288740000.0,2025-04-10 12:39:00,1.291915,1.2919749999999999,1.291785,1.2919749999999999,157,
GBPUSD,MINUTE,1744288800000.0,2025-04-10 12:40:00,1.291965,1.292485,1.291955,1.292095,217,
GBPUSD,MINUTE,1744288860000.0,2025-04-10 12:41:00,1.292075,1.292195,1.291865,1.291885,162,
GBPUSD,MINUTE,1744288920000.0,2025-04-10 12:42:00,1.291935,1.292135,1.291375,1.291415,237,
GBPUSD,MINUTE,1744288980000.0,2025-04-10 12:43:00,1.291425,1.291775,1.291425,1.291495,189,
GBPUSD,MINUTE,1744289040000.0,2025-04-10 12:44:00,1.291515,1.291645,1.291145,1.291305,164,
GBPUSD,MINUTE,1744289100000.0,2025-04-10 12:45:00,1.291295,1.291455,1.290915,1.291035,171,
GBPUSD,MINUTE,1744289160000.0,2025-04-10 12:46:00,1.291025,1.291055,1.290545,1.290605,143,
GBPUSD,MINUTE,1744289220000.0,2025-04-10 12:47:00,1.290595,1.290985,1.290475,1.290985,148,
GBPUSD,MINUTE,1744289280000.0,2025-04-10 12:48:00,1.290975,1.291385,1.290925,1.291205,145,
GBPUSD,MINUTE,1744289340000.0,2025-04-10 12:49:00,1.291185,1.291185,1.290855,1.290915,128,
GBPUSD,MINUTE,1744289400000.0,2025-04-10 12:50:00,1.290905,1.290975,1.290655,1.290895,134,
GBPUSD,MINUTE,1744289460000.0,2025-04-10 12:51:00,1.290905,1.291115,1.290735,1.290735,129,
GBPUSD,MINUTE,1744289520000.0,2025-04-10 12:52:00,1.290745,1.290985,1.290745,1.290925,110,
GBPUSD,MINUTE,1744289580000.0,2025-04-10 12:53:00,1.290935,1.2909950000000001,1.290425,1.290455,134,
GBPUSD,MINUTE,1744289640000.0,2025-04-10 12:54:00,1.290425,1.290575,1.290375,1.290425,139,
GBPUSD,MINUTE,1744289700000.0,2025-04-10 12:55:00,1.290405,1.290505,1.290235,1.290355,155,
GBPUSD,MINUTE,1744289760000.0,2025-04-10 12:56:00,1.290365,1.290845,1.290365,1.290815,176,
GBPUSD,MINUTE,1744289820000.0,2025-04-10 12:57:00,1.290825,1.291265,1.290695,1.291265,136,
GBPUSD,MINUTE,1744289880000.0,2025-04-10 12:58:00,1.291275,1.291275,1.290865,1.291175,209,
GBPUSD,MINUTE,1744289940000.0,2025-04-10 12:59:00,1.291165,1.291465,1.291075,1.2913350000000001,178,
GBPUSD,MINUTE,1744290000000.0,2025-04-10 13:00:00,1.291355,1.291715,1.291255,1.2916750000000001,231,
GBPUSD,MINUTE,1744290060000.0,2025-04-10 13:01:00,1.291645,1.291915,1.291555,1.291825,151,
GBPUSD,MINUTE,1744290120000.0,2025-04-10 13:02:00,1.291855,1.292085,1.291765,1.291795,175,
GBPUSD,MINUTE,1744290180000.0,2025-04-10 13:03:00,1.291785,1.292295,1.291515,1.292125,204,
GBPUSD,MINUTE,1744290240000.0,2025-04-10 13:04:00,1.292135,1.292375,1.292065,1.292175,160,
GBPUSD,MINUTE,1744290300000.0,2025-04-10 13:05:00,1.292185,1.292195,1.291795,1.292095,170,
GBPUSD,MINUTE,1744290360000.0,2025-04-10 13:06:00,1.292105,1.292345,1.292065,1.2922850000000001,175,
GBPUSD,MINUTE,1744290420000.0,2025-04-10 13:07:00,1.292265,1.292445,1.292125,1.292365,148,
GBPUSD,MINUTE,1744290480000.0,2025-04-10 13:08:00,1.292355,1.292405,1.292145,1.292165,104,
GBPUSD,MINUTE,1744290540000.0,2025-04-10 13:09:00,1.292155,1.292705,1.292155,1.292685,120,
GBPUSD,MINUTE,1744290600000.0,2025-04-10 13:10:00,1.292675,1.292905,1.2926549999999999,1.292695,142,
GBPUSD,MINUTE,1744290660000.0,2025-04-10 13:11:00,1.292705,1.292725,1.292275,1.292525,133,
GBPUSD,MINUTE,1744290720000.0,2025-04-10 13:12:00,1.292515,1.292875,1.292475,1.292845,123,
GBPUSD,MINUTE,1744290780000.0,2025-04-10 13:13:00,1.292835,1.292885,1.292615,1.292735,168,
GBPUSD,MINUTE,1744290840000.0,2025-04-10 13:14:00,1.292745,1.292845,1.292495,1.292705,189,
GBPUSD,MINUTE,1744290900000.0,2025-04-10 13:15:00,1.292695,1.292905,1.2926549999999999,1.292815,134,
GBPUSD,MINUTE,1744290960000.0,2025-04-10 13:16:00,1.292805,1.292855,1.292695,1.292745,114,
GBPUSD,MINUTE,1744291020000.0,2025-04-10 13:17:00,1.292755,1.292915,1.292645,1.2926549999999999,162,
GBPUSD,MINUTE,1744291080000.0,2025-04-10 13:18:00,1.292665,1.292865,1.292345,1.292345,138,
GBPUSD,MINUTE,1744291140000.0,2025-04-10 13:19:00,1.292355,1.292715,1.292355,1.292665,162,
GBPUSD,MINUTE,1744291200000.0,2025-04-10 13:20:00,1.2926549999999999,1.2926549999999999,1.292385,1.292575,164,
GBPUSD,MINUTE,1744291260000.0,2025-04-10 13:21:00,1.292565,1.2925849999999999,1.292255,1.292415,91,
GBPUSD,MINUTE,1744291320000.0,2025-04-10 13:22:00,1.292395,1.292865,1.292385,1.2928250000000001,134,
GBPUSD,MINUTE,1744291380000.0,2025-04-10 13:23:00,1.292845,1.292845,1.2922850000000001,1.292345,166,
GBPUSD,MINUTE,1744291440000.0,2025-04-10 13:24:00,1.292365,1.292405,1.291765,1.291785,146,
GBPUSD,MINUTE,1744291500000.0,2025-04-10 13:25:00,1.291775,1.292095,1.291655,1.291715,132,
GBPUSD,MINUTE,1744291560000.0,2025-04-10 13:26:00,1.291685,1.291935,1.291655,1.291905,127,
GBPUSD,MINUTE,1744291620000.0,2025-04-10 13:27:00,1.291895,1.292085,1.291815,1.292065,137,
GBPUSD,MINUTE,1744291680000.0,2025-04-10 13:28:00,1.292075,1.2925849999999999,1.292075,1.292365,155,
GBPUSD,MINUTE,1744291740000.0,2025-04-10 13:29:00,1.292375,1.292615,1.292325,1.292505,174,
GBPUSD,MINUTE,1744291800000.0,2025-04-10 13:30:00,1.292515,1.2929249999999999,1.292475,1.292915,135,
GBPUSD,MINUTE,1744291860000.0,2025-04-10 13:31:00,1.292935,1.292995,1.2925550000000001,1.292745,188,
GBPUSD,MINUTE,1744291920000.0,2025-04-10 13:32:00,1.292765,1.293105,1.292765,1.293055,152,
GBPUSD,MINUTE,1744291980000.0,2025-04-10 13:33:00,1.293045,1.293245,1.292885,1.292975,163,
GBPUSD,MINUTE,1744292040000.0,2025-04-10 13:34:00,1.292985,1.293045,1.292645,1.292695,196,
GBPUSD,MINUTE,1744292100000.0,2025-04-10 13:35:00,1.292685,1.292765,1.292305,1.292365,149,
GBPUSD,MINUTE,1744292160000.0,2025-04-10 13:36:00,1.292375,1.293065,1.292365,1.292945,142,
GBPUSD,MINUTE,1744292220000.0,2025-04-10 13:37:00,1.292935,1.292935,1.292545,1.292545,135,
GBPUSD,MINUTE,1744292280000.0,2025-04-10 13:38:00,1.292535,1.292685,1.292455,1.292675,114,
GBPUSD,MINUTE,1744292340000.0,2025-04-10 13:39:00,1.292665,1.292715,1.292495,1.292665,105,
GBPUSD,MINUTE,1744292400000.0,2025-04-10 13:40:00,1.2926549999999999,1.292745,1.292485,1.292505,139,
GBPUSD,MINUTE,1744292460000.0,2025-04-10 13:41:00,1.292515,1.292675,1.292395,1.292675,123,
GBPUSD,MINUTE,1744292520000.0,2025-04-10 13:42:00,1.292665,1.292805,1.2925550000000001,1.292755,119,
GBPUSD,MINUTE,1744292580000.0,2025-04-10 13:43:00,1.292765,1.293015,1.292675,1.293015,116,
GBPUSD,MINUTE,1744292640000.0,2025-04-10 13:44:00,1.293045,1.293755,1.292935,1.293665,193,
GBPUSD,MINUTE,1744292700000.0,2025-04-10 13:45:00,1.293685,1.293825,1.2935349999999999,1.2935349999999999,187,
GBPUSD,MINUTE,1744292760000.0,2025-04-10 13:46:00,1.293515,1.293695,1.293315,1.293425,180,
GBPUSD,MINUTE,1744292820000.0,2025-04-10 13:47:00,1.2934350000000001,1.293495,1.293035,1.293045,161,
GBPUSD,MINUTE,1744292880000.0,2025-04-10 13:48:00,1.293035,1.293085,1.292855,1.292965,153,
GBPUSD,MINUTE,1744292940000.0,2025-04-10 13:49:00,1.292995,1.293055,1.292675,1.292705,141,
GBPUSD,MINUTE,1744293000000.0,2025-04-10 13:50:00,1.292685,1.292685,1.292395,1.292535,140,
GBPUSD,MINUTE,1744293060000.0,2025-04-10 13:51:00,1.2925550000000001,1.292675,1.292515,1.2925550000000001,115,
GBPUSD,MINUTE,1744293120000.0,2025-04-10 13:52:00,1.292565,1.292625,1.292255,1.292505,136,
GBPUSD,MINUTE,1744293180000.0,2025-04-10 13:53:00,1.292485,1.292565,1.292445,1.292475,130,
GBPUSD,MINUTE,1744293240000.0,2025-04-10 13:54:00,1.292465,1.292735,1.292435,1.292685,112,
GBPUSD,MINUTE,1744293300000.0,2025-04-10 13:55:00,1.292695,1.293035,1.292695,1.292725,146,
GBPUSD,MINUTE,1744293360000.0,2025-04-10 13:56:00,1.292735,1.2928950000000001,1.292515,1.292525,168,
GBPUSD,MINUTE,1744293420000.0,2025-04-10 13:57:00,1.292535,1.293415,1.292505,1.293305,198,
GBPUSD,MINUTE,1744293480000.0,2025-04-10 13:58:00,1.293335,1.293385,1.292795,1.292865,197,
GBPUSD,MINUTE,1744293540000.0,2025-04-10 13:59:00,1.292875,1.293425,1.292875,1.293185,147,
GBPUSD,MINUTE,1744293600000.0,2025-04-10 14:00:00,1.2931650000000001,1.293335,1.292945,1.293245,244,
GBPUSD,MINUTE,1744293660000.0,2025-04-10 14:01:00,1.293255,1.293275,1.292835,1.293105,210,
GBPUSD,MINUTE,1744293720000.0,2025-04-10 14:02:00,1.293095,1.293095,1.292375,1.292395,163,
GBPUSD,MINUTE,1744293780000.0,2025-04-10 14:03:00,1.292415,1.292695,1.292295,1.292475,168,
GBPUSD,MINUTE,1744293840000.0,2025-04-10 14:04:00,1.292495,1.292615,1.292445,1.2925550000000001,140,
GBPUSD,MINUTE,1744293900000.0,2025-04-10 14:05:00,1.292545,1.292715,1.292505,1.292605,133,
GBPUSD,MINUTE,1744293960000.0,2025-04-10 14:06:00,1.292615,1.292725,1.2925849999999999,1.292675,124,
GBPUSD,MINUTE,1744294020000.0,2025-04-10 14:07:00,1.292685,1.292745,1.292255,1.2922850000000001,143,
GBPUSD,MINUTE,1744294080000.0,2025-04-10 14:08:00,1.292275,1.292425,1.292065,1.292325,156,
GBPUSD,MINUTE,1744294140000.0,2025-04-10 14:09:00,1.2923149999999999,1.292375,1.292175,1.292335,148,
GBPUSD,MINUTE,1744294200000.0,2025-04-10 14:10:00,1.292325,1.292375,1.292035,1.292365,164,
GBPUSD,MINUTE,1744294260000.0,2025-04-10 14:11:00,1.292375,1.292405,1.292225,1.292335,109,
GBPUSD,MINUTE,1744294320000.0,2025-04-10 14:12:00,1.2923149999999999,1.292635,1.2922850000000001,1.292625,163,
GBPUSD,MINUTE,1744294380000.0,2025-04-10 14:13:00,1.292615,1.292615,1.292255,1.292405,190,
GBPUSD,MINUTE,1744294440000.0,2025-04-10 14:14:00,1.292395,1.292475,1.292195,1.292275,123,
GBPUSD,MINUTE,1744294500000.0,2025-04-10 14:15:00,1.292255,1.292385,1.292095,1.292375,165,
GBPUSD,MINUTE,1744294560000.0,2025-04-10 14:16:00,1.292385,1.292615,1.292375,1.292485,158,
GBPUSD,MINUTE,1744294620000.0,2025-04-10 14:17:00,1.292505,1.292785,1.292485,1.292775,134,
GBPUSD,MINUTE,1744294680000.0,2025-04-10 14:18:00,1.292745,1.292815,1.292665,1.292775,126,
GBPUSD,MINUTE,1744294740000.0,2025-04-10 14:19:00,1.292765,1.292845,1.292725,1.292765,106,
GBPUSD,MINUTE,1744294800000.0,2025-04-10 14:20:00,1.292775,1.292945,1.292385,1.292505,184,
GBPUSD,MINUTE,1744294860000.0,2025-04-10 14:21:00,1.292565,1.292715,1.292335,1.292335,171,
GBPUSD,MINUTE,1744294920000.0,2025-04-10 14:22:00,1.292345,1.292725,1.292255,1.292715,172,
GBPUSD,MINUTE,1744294980000.0,2025-04-10 14:23:00,1.292735,1.293025,1.292715,1.293015,132,
GBPUSD,MINUTE,1744295040000.0,2025-04-10 14:24:00,1.293005,1.2932649999999999,1.292975,1.293095,133,
GBPUSD,MINUTE,1744295100000.0,2025-04-10 14:25:00,1.293125,1.293255,1.292965,1.293225,166,
GBPUSD,MINUTE,1744295160000.0,2025-04-10 14:26:00,1.293205,1.293205,1.292705,1.292815,113,
GBPUSD,MINUTE,1744295220000.0,2025-04-10 14:27:00,1.292805,1.292845,1.292595,1.2928250000000001,121,
GBPUSD,MINUTE,1744295280000.0,2025-04-10 14:28:00,1.292815,1.293205,1.292785,1.293185,147,
GBPUSD,MINUTE,1744295340000.0,2025-04-10 14:29:00,1.2931949999999999,1.2931949999999999,1.2919399999999999,1.29207,215,
GBPUSD,MINUTE,1744295400000.0,2025-04-10 14:30:00,1.29207,1.295595,1.2920150000000001,1.295455,428,
GBPUSD,MINUTE,1744295460000.0,2025-04-10 14:31:00,1.295435,1.295565,1.294825,1.295265,323,
GBPUSD,MINUTE,1744295520000.0,2025-04-10 14:32:00,1.295245,1.295615,1.294835,1.295445,308,
GBPUSD,MINUTE,1744295580000.0,2025-04-10 14:33:00,1.295495,1.295715,1.294785,1.294865,287,
GBPUSD,MINUTE,1744295640000.0,2025-04-10 14:34:00,1.294835,1.294985,1.2944149999999999,1.294815,291,
GBPUSD,MINUTE,1744295700000.0,2025-04-10 14:35:00,1.294805,1.294925,1.294545,1.294785,274,
GBPUSD,MINUTE,1744295760000.0,2025-04-10 14:36:00,1.294795,1.294875,1.294175,1.294775,339,
GBPUSD,MINUTE,1744295820000.0,2025-04-10 14:37:00,1.294785,1.295325,1.294675,1.295015,351,
GBPUSD,MINUTE,1744295880000.0,2025-04-10 14:38:00,1.295005,1.295245,1.294965,1.295215,257,
GBPUSD,MINUTE,1744295940000.0,2025-04-10 14:39:00,1.295225,1.295525,1.294805,1.294985,339,
GBPUSD,MINUTE,1744296000000.0,2025-04-10 14:40:00,1.294975,1.2949950000000001,1.294245,1.294325,275,
GBPUSD,MINUTE,1744296060000.0,2025-04-10 14:41:00,1.294315,1.294535,1.294175,1.294435,289,
GBPUSD,MINUTE,1744296120000.0,2025-04-10 14:42:00,1.294445,1.294575,1.293935,1.294135,269,
GBPUSD,MINUTE,1744296180000.0,2025-04-10 14:43:00,1.294155,1.294705,1.293945,1.294125,301,
GBPUSD,MINUTE,1744296240000.0,2025-04-10 14:44:00,1.2941150000000001,1.294165,1.293675,1.2938049999999999,235,
GBPUSD,MINUTE,1744296300000.0,2025-04-10 14:45:00,1.293795,1.293945,1.293225,1.293385,271,
GBPUSD,MINUTE,1744296360000.0,2025-04-10 14:46:00,1.293405,1.293565,1.293045,1.2931949999999999,309,
GBPUSD,MINUTE,1744296420000.0,2025-04-10 14:47:00,1.293185,1.293215,1.292815,1.293045,270,
GBPUSD,MINUTE,1744296480000.0,2025-04-10 14:48:00,1.293055,1.293255,1.292955,1.293035,204,
GBPUSD,MINUTE,1744296540000.0,2025-04-10 14:49:00,1.293025,1.293615,1.292965,1.293155,210,
GBPUSD,MINUTE,1744296600000.0,2025-04-10 14:50:00,1.2931650000000001,1.293405,1.292935,1.293055,225,
GBPUSD,MINUTE,1744296660000.0,2025-04-10 14:51:00,1.293065,1.293485,1.293055,1.293175,224,
GBPUSD,MINUTE,1744296720000.0,2025-04-10 14:52:00,1.293185,1.293455,1.292885,1.293285,214,
GBPUSD,MINUTE,1744296780000.0,2025-04-10 14:53:00,1.293295,1.293355,1.292945,1.292945,187,
GBPUSD,MINUTE,1744296840000.0,2025-04-10 14:54:00,1.2929249999999999,1.293045,1.292465,1.292645,232,
GBPUSD,MINUTE,1744296900000.0,2025-04-10 14:55:00,1.292635,1.292645,1.292155,1.292245,195,
GBPUSD,MINUTE,1744296960000.0,2025-04-10 14:56:00,1.292265,1.2928950000000001,1.292265,1.292615,223,
GBPUSD,MINUTE,1744297020000.0,2025-04-10 14:57:00,1.292625,1.2928250000000001,1.292625,1.292735,151,
GBPUSD,MINUTE,1744297080000.0,2025-04-10 14:58:00,1.292725,1.292865,1.292355,1.292405,159,
GBPUSD,MINUTE,1744297140000.0,2025-04-10 14:59:00,1.292395,1.292835,1.292395,1.292505,221,
